word,frequency
yup,12.0
youd,12.0
issues,12.0
switch,12.0
red,12.0
mv,12.0
tw,12.0
childhood,12.0
youth,12.0
accept,12.0
pretend,12.0
racist,12.0
promise,12.0
clips,12.0
lead,12.0
smiling,12.0
emoji,12.0
heartbroken,12.0
peaceful,12.0
co,12.0
towards,12.0
bright,12.0
unfortunate,12.0
generation,12.0
role,12.0
po,12.0
lucky,12.0
brainwashed,12.0
hilarious,12.0
depressing,12.0
ho,12.0
figure,12.0
local,12.0
joy,12.0
loud,12.0
neither,12.0
special,12.0
active,12.0
starts,12.0
putting,12.0
moving,12.0
:d,12.0
fish,12.0
naruto,12.0
views,12.0
reminder,12.0
emo,12.0
@cassandrarules,12.0
etc,12.0
shoes,12.0
tryna,12.0
somehow,12.0
nigerian,12.0
hero,12.0
pissed,12.0
places,12.0
allah,12.0
suck,12.0
boyfriend,12.0
dis,12.0
lord,12.0
voting,12.0
ignore,12.0
pero,12.0
families,12.0
tag,12.0
space,12.0
guard,12.0
episodes,12.0
daddy,11.0
cancelled,11.0
box,11.0
cover,11.0
stayed,11.0
trending,11.0
reminded,11.0
cus,11.0
parts,11.0
spent,11.0
current,11.0
congress,11.0
@denverpolice,11.0
animal,11.0
nowhere,11.0
female,11.0
apart,11.0
leader,11.0
weak,11.0
fair,11.0
):,11.0
annoying,11.0
personality,11.0
partner,11.0
bet,11.0
@instablog9ja,11.0
clear,11.0
involved,11.0
mi,11.0
study,11.0
bday,11.0
indian,11.0
helped,11.0
willing,11.0
joking,11.0
sex,11.0
brothers,11.0
wrote,11.0
trash,11.0
daily,11.0
racism,11.0
doctor,11.0
@charliekirk11,11.0
christmas,11.0
clown,11.0
:c,11.0
ain't,11.0
based,11.0
masks,11.0
bestie,11.0
isiaq,11.0
unit,11.0
humans,11.0
cries,11.0
dancing,11.0
coffee,11.0
simply,11.0
plus,11.0
@billilee_,11.0
office,11.0
perform,11.0
coz,11.0
tragic,11.0
reminds,11.0
idiots,11.0
liking,11.0
hungry,11.0
di,11.0
embarrassing,11.0
photos,11.0
lmaoooo,11.0
report,11.0
till,11.0
struggling,11.0
rally,11.0
here's,11.0
easily,11.0
murder,11.0
heavy,11.0
gf,11.0
dat,11.0
thi,11.0
saving,11.0
private,11.0
although,11.0
guarantee,11.0
industry,11.0
numbers,11.0
ar,11.0
irl,11.0
stopped,11.0
husband,11.0
awww,11.0
luck,11.0
minimum,11.0
pr,11.0
ft,11.0
rain,11.0
cold,11.0
drinking,11.0
