,word,frequency
2867,hes,295.0
2868,still,289.0
2869,good,288.0
2870,much,285.0
2871,had,285.0
2872,day,285.0
2873,than,283.0
2874,feel,278.0
2875,also,271.0
2876,tell,266.0
2877,covid,258.0
2878,then,253.0
2879,u,251.0
2880,life,246.0
2881,many,243.0
2882,said,240.0
2883,something,240.0
2884,he's,236.0
2885,way,234.0
2886,let,229.0
2887,well,228.0
2888,here,228.0
2889,these,226.0
2890,everyone,225.0
2891,mental,224.0
2892,other,220.0
2893,can't,220.0
2894,back,220.0
2895,any,217.0
2896,debate,215.0
2897,health,214.0
2898,over,214.0
2899,biden,214.0
2900,those,213.0
2901,today,212.0
2902,did,211.0
2903,could,211.0
2904,talk,210.0
2905,again,208.0
2906,that's,208.0
2907,world,206.0
2908,things,203.0
2909,come,203.0
2910,got,198.0
2911,show,197.0
2912,thats,196.0
2913,every,195.0
2914,worldmentalhealthday,195.0
2915,please,192.0
2916,ever,191.0
2917,t,190.0
2918,man,189.0
2919,might,187.0
2920,most,186.0
2921,first,186.0
2922,fear,184.0
2923,getting,183.0
2924,bad,183.0
2925,after,182.0
2926,own,178.0
2927,where,178.0
2928,thing,176.0
2929,down,175.0
2930,look,174.0
2931,same,171.0
2932,nothing,170.0
2933,anyone,168.0
2934,yes,164.0
2935,into,160.0
2936,@joebiden,160.0
2937,ive,159.0
2938,new,159.0
2939,gonna,157.0
2940,anything,154.0
2941,oh,152.0
2942,they're,152.0
2943,endsars,152.0
2944,speak,151.0
2945,cant,151.0
2946,little,149.0
2947,years,149.0
2948,does,148.0
2949,lol,148.0
2950,theyre,148.0
2951,use,147.0
2952,person,146.0
2953,lot,146.0
2954,face,145.0
2955,yourself,145.0
2956,work,144.0
2957,real,144.0
2958,last,143.0
2959,wrong,143.0
2960,give,143.0
2961,may,142.0
2962,live,141.0
2963,ok,140.0
2964,alone,140.0
2965,truth,139.0
2966,th,139.0
2967,before,139.0
2968,lose,139.0
2969,vote,138.0
2970,since,138.0
2971,stop,137.0
2972,off,137.0
2973,men,137.0
2974,doing,135.0
2975,scared,135.0
2976,president,134.0
2977,i've,134.0
2978,friends,133.0
2979,shes,133.0
2980,2,132.0
2981,away,132.0
2982,wont,131.0
2983,find,131.0
2984,keep,130.0
2985,losing,130.0
2986,women,129.0
2987,put,129.0
2988,sure,129.0
2989,try,129.0
2990,god,126.0
2991,virus,126.0
2992,better,126.0
2993,bc,126.0
2994,big,126.0
2995,maybe,125.0
2996,republicans,125.0
2997,everything,125.0
2998,care,125.0
2999,point,124.0
3000,made,123.0
3001,long,122.0
3002,change,122.0
3003,year,122.0
3004,believe,120.0
3005,won't,120.0
3006,having,119.0
3007,saying,118.0
3008,thank,118.0
3009,around,116.0
3010,cause,116.0
3011,yeah,115.0
3012,great,115.0
3013,watch,114.0
3014,shit,114.0
3015,w,113.0
3016,myself,112.0
3017,remember,111.0
3018,white,111.0
3019,best,110.0
3020,test,110.0
3021,open,109.0
3022,@lindseygrahamsc,109.0
3023,enough,108.0
3024,call,107.0
3025,hope,107.0
3026,die,106.0
3027,hard,106.0
3028,another,106.0
3029,start,105.0
3030,understand,105.0
3031,country,105.0
3032,black,105.0
3033,left,105.0
3034,stay,105.0
3035,mean,104.0
3036,isn't,103.0
3037,arent,103.0
3038,leave,103.0
3039,while,102.0
3040,old,101.0
3041,isnt,101.0
3042,okay,101.0
3043,which,100.0
3044,doesnt,100.0
3045,reason,99.0
3046,reach,99.0
3047,actually,98.0
3048,already,98.0
3049,we're,98.0
3050,agree,98.0
3051,dark,98.0
3052,didnt,97.0
3053,wanna,96.0
3054,hate,96.0
3055,i'll,95.0
3056,answer,95.0
3057,without,95.0
3058,week,94.0
3059,must,93.0
3060,police,93.0
3061,o,93.0
3062,against,93.0
3063,friend,92.0
3064,times,92.0
3065,exactly,91.0
3066,makes,91.0
3067,b,91.0
3068,guys,91.0
3069,tweet,90.0
3070,she's,90.0
3071,admit,90.0
3072,through,89.0
3073,end,89.0
3074,guess,89.0
3075,endsarsnow,88.0
3076,seen,88.0
3077,once,88.0
3078,though,88.0
3079,coming,88.0
3080,sorry,87.0
3081,sometimes,87.0
3082,home,87.0
3083,next,86.0
3084,via,86.0
3085,government,85.0
3086,probably,85.0
3087,family,84.0
3088,anymore,84.0
3089,true,84.0
3090,days,84.0
3091,power,84.0
3092,game,83.0
3093,far,83.0
3094,sars,83.0
3095,says,82.0
3096,feeling,82.0
3097,didn't,82.0
3098,happy,82.0
3099,kind,82.0
3100,mind,82.0
3101,ill,82.0
3102,thought,81.0
3103,done,81.0
3104,woman,81.0
3105,lost,80.0
3106,s,80.0
3107,m,80.0
3108,house,79.0
3109,run,79.0
3110,others,78.0
3111,1,78.0
3112,making,78.0
3113,part,77.0
3114,question,77.0
3115,media,77.0
3116,told,76.0
3117,doesn't,76.0
3118,ppl,76.0
3119,death,76.0
3120,able,76.0
3121,wants,75.0
3122,money,75.0
3123,h,75.0
3124,read,75.0
3125,stand,75.0
3126,twitter,74.0
3127,two,74.0
3128,election,74.0
3129,happen,74.0
3130,joe,74.0
3131,strong,74.0
3132,loved,73.0
3133,honestly,73.0
3134,play,73.0
3135,else,73.0
3136,3,73.0
3137,support,72.0
3138,heart,72.0
3139,used,72.0
3140,talking,72.0
3141,matter,72.0
3142,looking,71.0
3143,less,71.0
3144,wanted,71.0
3145,needs,71.0
3146,yall,71.0
3147,win,70.0
3148,either,70.0
3149,r,70.0
3150,theres,70.0
3151,i'd,70.0
3152,there's,69.0
3153,hear,69.0
3154,both,69.0
3155,listen,68.0
3156,guy,68.0
3157,night,68.0
3158,hey,68.0
3159,sad,68.0
3160,fact,68.0
3161,safe,67.0
3162,bit,67.0
3163,state,67.0
3164,literally,67.0
3165,aren't,67.0
3166,share,67.0
3167,important,67.0
3168,started,66.0
3169,id,66.0
3170,behind,66.0
3171,d,66.0
3172,positive,65.0
3173,party,65.0
3174,until,65.0
3175,fall,64.0
3176,longer,64.0
3177,@youtube,64.0
3178,@ida_skibenes,64.0
3179,seems,63.0
3180,saw,63.0
3181,n,63.0
3182,place,63.0
3183,such,63.0
3184,c,62.0
3185,team,62.0
3186,sleep,62.0
3187,whole,62.0
3188,knows,62.0
3189,fight,62.0
3190,head,61.0
3191,playing,61.0
3192,america,61.0
3193,ass,61.0
3194,4,61.0
3195,sign,60.0
3196,living,60.0
3197,post,60.0
3198,voice,60.0
3199,girl,59.0
3200,called,59.0
3201,thinking,59.0
3202,court,59.0
3203,almost,58.0
3204,news,58.0
3205,kids,58.0
3206,went,58.0
3207,anxiety,58.0
3208,free,58.0
3209,young,57.0
3210,protest,57.0
3211,wasnt,57.0
3212,tired,57.0
3213,questions,56.0
3214,nigerians,56.0
3215,words,56.0
3216,af,56.0
3217,miss,56.0
3218,under,56.0
3219,unless,56.0
3220,problem,56.0
3221,few,56.0
3222,heard,56.0
3223,thanks,56.0
3224,second,56.0
3225,ones,55.0
3226,democracy,55.0
3227,hand,55.0
3228,fuck,55.0
3229,means,55.0
3230,job,55.0
3231,nice,55.0
3232,become,54.0
3233,americans,54.0
3234,msm,54.0
3235,taking,54.0
3236,gone,54.0
3237,wonder,54.0
3238,asked,54.0
3239,feelings,54.0
3240,each,54.0
3241,wear,54.0
3242,hell,54.0
3243,y,54.0
3244,ain't,54.0
3245,school,54.0
3246,what's,53.0
3247,p,53.0
3248,@a_l_a_n__g,53.0
3249,hi,53.0
3250,gop,53.0
3251,check,53.0
3252,ago,53.0
3253,seem,52.0
3254,republican,52.0
3255,@gop,52.0
3256,voters,52.0
3257,trust,52.0
3258,watching,52.0
3259,l,52.0
3260,side,52.0
3261,cannot,52.0
3262,wish,51.0
3263,fucking,51.0
3264,dog,51.0
3265,past,51.0
3266,covid-19,51.0
3267,afra,50.0
3268,walk,50.0
3269,lindsey,50.0
3270,fail,50.0
3271,ur,50.0
3272,absolutely,50.0
3273,kinda,50.0
3274,whats,50.0
3275,aint,50.0
3276,hurt,49.0
3277,5,49.0
3278,eat,49.0
3279,idea,49.0
3280,kill,49.0
3281,@donaldjtrumpjr,49.0
3282,g,49.0
3283,imagine,49.0
3284,lives,49.0
3285,social,48.0
3286,@scottadamssays,48.0
3287,name,48.0
3288,step,48.0
3289,voting,48.0
3290,uncensored:,48.0
3291,looks,48.0
3292,small,48.0
3293,wasn't,47.0
3294,comes,47.0
3295,f,47.0
3296,close,47.0
3297,definitely,47.0
3298,boy,47.0
3299,parents,47.0
3300,dying,46.0
3301,account,46.0
3302,shows,46.0
3303,coward,46.0
3304,least,46.0
3305,@thehill,46.0
3306,@whitehouse,46.0
3307,hit,46.0
3308,different,46.0
3309,funny,45.0
3310,havent,45.0
3311,stuff,45.0
3312,bring,45.0
3313,nobody,45.0
3314,order,45.0
3315,instead,45.0
3316,failure,45.0
3317,tomorrow,45.0
3318,fun,45.0
3319,deal,44.0
3320,fine,44.0
3321,using,44.0
3322,shot,44.0
3323,pretty,44.0
3324,took,44.0
3325,high,44.0
3326,between,43.0
3327,learn,43.0
3328,moment,43.0
3329,happened,43.0
3330,word,43.0
3331,control,43.0
3332,rather,43.0
3333,damn,43.0
3334,months,43.0
3335,happening,43.0
3336,mask,43.0
3337,baby,43.0
3338,future,43.0
3339,&gt,43.0
3340,room,43.0
3341,move,43.0
3342,message,42.0
3343,whos,42.0
3344,struggling,42.0
3345,self,42.0
3346,sick,42.0
3347,write,42.0
3348,during,42.0
3349,public,42.0
3350,ball,41.0
3351,depression,41.0
3352,yo,41.0
3353,afrai,41.0
3354,video,41.0
3355,brave,41.0
3356,respect,40.0
3357,idk,40.0
3358,businesses,40.0
3359,together,40.0
3360,truly,40.0
3361,cuz,40.0
3362,course,40.0
3363,seeing,40.0
3364,lord,40.0
3365,deep,40.0
3366,story,40.0
3367,finally,39.0
3368,girls,39.0
3369,children,39.0
3370,beautiful,39.0
3371,glad,39.0
3372,hide,39.0
3373,turn,39.0
3374,wait,39.0
3375,|,39.0
3376,afr,39.0
3377,lie,38.0
3378,super,38.0
3379,shouldn't,38.0
3380,working,38.0
3381,themselves,38.0
3382,tweets,38.0
3383,rest,38.0
3384,mr,38.0
3385,himself,38.0
3386,2020,38.0
3387,easy,38.0
3388,campaign,38.0
3389,sounds,38.0
3390,car,38.0
3391,number,38.0
3392,mom,38.0
3393,wouldn't,38.0
3394,donald,38.0
3395,asking,37.0
3396,trumps,37.0
3397,@cnn,37.0
3398,gets,37.0
3399,honest,37.0
3400,thoughts,37.0
3401,dear,37.0
3402,dead,37.0
3403,law,37.0
3404,suddenly,37.0
3405,pain,37.0
3406,late,37.0
3407,dm,37.0
3408,lmao,37.0
3409,telling,37.0
3410,proud,37.0
3411,democrats,36.0
3412,@kamalaharris,36.0
3413,send,36.0
3414,body,36.0
3415,soon,36.0
3416,calling,36.0
3417,games,36.0
3418,follow,36.0
3419,wouldnt,36.0
3420,pay,36.0
3421,running,36.0
3422,covid19,36.0
3423,masks,36.0
3424,felt,36.0
3425,hands,36.0
3426,scary,36.0
3427,especially,36.0
3428,speaking,35.0
3429,chance,35.0
3430,protect,35.0
3431,continue,35.0
3432,came,35.0
3433,@harrisonjaime,35.0
3434,goes,35.0
3435,lies,35.0
3436,issues,35.0
3437,starting,35.0
3438,tho,34.0
3439,kid,34.0
3440,water,34.0
3441,american,34.0
3442,mine,34.0
3443,half,34.0
3444,feels,34.0
3445,break,34.0
3446,hold,34.0
3447,omg,34.0
3448,act,33.0
3449,takes,33.0
3450,seriously,33.0
3451,possible,33.0
3452,outside,33.0
3453,line,33.0
3454,tried,33.0
3455,wearing,33.0
3456,food,33.0
3457,pls,33.0
3458,whatever,33.0
3459,leaders,33.0
3460,wh,33.0
3461,set,33.0
3462,often,33.0
3463,realize,33.0
3464,corona,33.0
3465,human,33.0
3466,who's,33.0
3467,),33.0
3468,actual,33.0
3469,graham,32.0
3470,shoppers,32.0
3471,totally,32.0
3472,tested,32.0
3473,showing,32.0
3474,reality,32.0
3475,case,32.0
3476,beginning,32.0
3477,loves,32.0
3478,political,32.0
3479,due,32.0
3480,eyes,32.0
3481,nigeria,32.0
3482,obviously,32.0
3483,cases,32.0
3484,fire,31.0
3485,cowards,31.0
3486,peace,31.0
3487,/,31.0
3488,tv,31.0
3489,patrons,31.0
3490,@mbuhari,31.0
3491,middle,31.0
3492,deserve,31.0
3493,given,31.0
3494,ha,31.0
3495,however,31.0
3496,fan,31.0
3497,age,31.0
3498,pandemic,31.0
3499,ready,31.0
3500,@nytimes,31.0
3501,weird,31.0
3502,worse,31.0
3503,anyway,30.0
3504,deathly,30.0
3505,racist,30.0
3506,seek,30.0
3507,forget,30.0
3508,worth,30.0
3509,full,30.0
3510,lebron,30.0
3511,tbh,30.0
3512,angry,30.0
3513,we'll,30.0
3514,dogs,30.0
3515,poor,30.0
3516,inside,30.0
3517,doctor,30.0
3518,supporting,30.0
3519,worry,29.0
3520,unlike,29.0
3521,hair,29.0
3522,early,29.0
3523,suffer,29.0
3524,sound,29.0
3525,smart,29.0
3526,express,29.0
3527,dems,29.0
3528,weak,29.0
3529,@realcandaceo,29.0
3530,movie,29.0
3531,tough,29.0
3532,issue,29.0
3533,group,29.0
3534,knew,29.0
3535,gotta,29.0
3536,you'll,29.0
3537,contact,29.0
3538,space,29.0
3539,cool,29.0
3540,shouldnt,29.0
3541,fake,29.0
3542,',29.0
3543,supporters,29.0
3544,you've,29.0
3545,packing,28.0
3546,difference,28.0
3547,allow,28.0
3548,works,28.0
3549,success,28.0
3550,dms,28.0
3551,top,28.0
3552,along,28.0
3553,trump's,28.0
3554,information,28.0
3555,problems,28.0
3556,fighting,28.0
3557,@charliekirk11,28.0
3558,deeply,28.0
3559,heights,28.0
3560,cry,28.0
3561,ya,28.0
3562,normal,28.0
3563,hiding,28.0
3564,thinks,28.0
3565,sense,28.0
3566,science,28.0
3567,watched,28.0
3568,risk,28.0
3569,relationship,27.0
3570,level,27.0
3571,stopped,27.0
3572,likely,27.0
3573,pick,27.0
3574,somebody,27.0
3575,war,27.0
3576,leader,27.0
3577,pass,27.0
3578,mad,27.0
3579,bro,27.0
3580,supposed,27.0
3581,youll,27.0
3582,everyday,27.0
3583,fans,27.0
3584,waiting,27.0
3585,endpolicebrutality,27.0
3586,system,27.0
3587,straight,27.0
3588,worst,27.0
3589,clear,27.0
3590,looked,27.0
3591,harris,27.0
3592,bitch,27.0
3593,laugh,27.0
3594,fly,27.0
3595,experience,27.0
3596,art,26.0
3597,cold,26.0
3598,killed,26.0
3599,yesterday,26.0
3600,co,26.0
3601,jesus,26.0
3602,don,26.0
3603,dominate,26.0
3604,died,26.0
3605,wife,26.0
3606,clearly,26.0
3607,gun,26.0
3608,cut,26.0
3609,mate,26.0
3610,sit,26.0
3611,coronavirus,26.0
3612,illness,26.0
3613,bet,26.0
3614,ghosts,26.0
3615,virtual,26.0
3616,quite,26.0
3617,happens,26.0
3618,handle,26.0
3619,boys,26.0
3620,panic,26.0
3621,episode,26.0
3622,wave,26.0
3623,near,25.0
3624,older,25.0
3625,amazing,25.0
3626,senate,25.0
3627,learned,25.0
3628,shadow,25.0
3629,ar,25.0
3630,unfortunately,25.0
3631,history,25.0
3632,wow,25.0
3633,phone,25.0
3634,join,25.0
3635,push,25.0
3636,gave,25.0
3637,type,25.0
3638,folks,25.0
3639,common,25.0
3640,nigerian,25.0
3641,simple,25.0
3642,force,25.0
3643,ashamed,25.0
3644,enjoy,25.0
3645,@kirstiealley,25.0
3646,remind,25.0
3647,whether,25.0
3648,son,25.0
3649,attack,25.0
3650,courage,25.0
3651,tha,25.0
3652,20,25.0
3653,pro,25.0
3654,emotions,25.0
3655,shame,25.0
3656,known,25.0
3657,evil,25.0
3658,haha,25.0
3659,three,24.0
3660,perfect,24.0
3661,tonight,24.0
3662,stage,24.0
3663,simply,24.0
3664,haven't,24.0
3665,flu,24.0
3666,liberal,24.0
3667,opinion,24.0
3668,:),24.0
3669,city,24.0
3670,youths,24.0
3671,negative,24.0
3672,season,24.0
3673,taken,24.0
3674,rate,24.0
3675,catch,24.0
3676,@sladesr,24.0
3677,10,24.0
3678,6,24.0
3679,voter,24.0
3680,soul,24.0
3681,genuinely,24.0
3682,aware,24.0
3683,dad,24.0
3684,rain,24.0
3685,situation,24.0
3686,000,24.0
3687,blood,24.0
3688,dude,24.0
3689,worried,24.0
3690,drop,24.0
3691,accounts,24.0
3692,report,23.0
3693,re,23.0
3694,stan,23.0
3695,huge,23.0
3696,shoot,23.0
3697,lucky,23.0
3698,front,23.0
3699,door,23.0
3700,buy,23.0
3701,beat,23.0
3702,lots,23.0
3703,disorder,23.0
3704,jail,23.0
3705,ed,23.0
3706,annoying,23.0
3707,//,23.0
3708,ways,23.0
3709,reasons,23.0
3710,music,23.0
3711,mostly,23.0
3712,single,23.0
3713,cat,23.0
3714,touch,23.0
3715,desperate,23.0
3716,let's,23.0
3717,falling,22.0
3718,concerned,22.0
3719,players,22.0
3720,v,22.0
3721,lady,22.0
3722,deaths,22.0
3723,fair,22.0
3724,gay,22.0
3725,sex,22.0
3726,al,22.0
3727,they'll,22.0
3728,current,22.0
3729,weeks,22.0
3730,dangerous,22.0
3731,ghost,22.0
3732,ahead,22.0
3733,south,22.0
3734,struggle,22.0
3735,@newtgingrich,22.0
3736,fox,22.0
3737,j,22.0
3738,bed,22.0
3739,distance,22.0
3740,mother,22.0
3741,lockdown,22.0
3742,killing,22.0
3743,holding,22.0
3744,thread,22.0
3745,block,21.0
3746,ruin,21.0
3747,members,21.0
3748,throw,21.0
3749,@joncoopertweets,21.0
3750,forever,21.0
3751,reply,21.0
3752,listening,21.0
3753,violence,21.0
3754,strength,21.0
3755,usually,21.0
3756,shall,21.0
3757,drive,21.0
3758,comfort,21.0
3759,couldn't,21.0
3760,signs,21.0
3761,recently,21.0
3762,hours,21.0
3763,@teamtrump,21.0
3764,powerful,21.0
3765,record,21.0
3766,knowing,21.0
3767,yours,21.0
3768,couple,21.0
3769,scare,21.0
3770,appreciate,21.0
3771,terrified,21.0
3772,land,21.0
3773,mike,20.0
3774,silence,20.0
3775,walking,20.0
3776,result,20.0
3777,china,20.0
3778,&lt,20.0
3779,entire,20.0
3780,won,20.0
3781,joke,20.0
3782,college,20.0
3783,dream,20.0
3784,correct,20.0
3785,wi,20.0
3786,rights,20.0
3787,green,20.0
3788,except,20.0
3789,giving,20.0
3790,@policeng,20.0
3791,finding,20.0
3792,suffering,20.0
3793,personally,20.0
3794,blame,20.0
3795,conservative,20.0
3796,everybody,20.0
3797,mistake,20.0
3798,fit,20.0
3799,interact,20.0
3800,catching,20.0
3801,short,20.0
3802,road,20.0
3803,obvious,20.0
3804,cute,20.0
3805,town,20.0
3806,he'll,20.0
3807,speech,20.0
3808,skin,20.0
3809,quick,20.0
3810,king,20.0
3811,orange,20.0
3812,difficult,20.0
3813,air,20.0
3814,chair,19.0
3815,horror,19.0
3816,otherwise,19.0
3817,majority,19.0
3818,following,19.0
3819,states,19.0
3820,dreams,19.0
3821,werent,19.0
3822,energy,19.0
3823,born,19.0
3824,k,19.0
3825,politics,19.0
3826,based,19.0
3827,disagree,19.0
3828,acting,19.0
3829,upset,19.0
3830,lying,19.0
3831,easily,19.0
3832,nor,19.0
3833,citizens,19.0
3834,hour,19.0
3835,bu,19.0
3836,jobs,19.0
3837,quote,19.0
3838,john,19.0
3839,missing,19.0
3840,threatened,19.0
3841,conversation,19.0
3842,numbers,19.0
3843,office,19.0
3844,wake,19.0
3845,lack,19.0
3846,hearing,19.0
3847,plan,19.0
3848,+,19.0
3849,abt,19.0
3850,putting,19.0
3851,greatness,19.0
3852,facts,19.0
3853,darling,19.0
3854,youtube,19.0
3855,7,19.0
3856,tells,19.0
3857,becoming,19.0
3858,currently,19.0
3859,bullshit,19.0
3860,@piersmorgan,19.0
3861,personal,19.0
3862,wins,19.0
3863,pull,19.0
3864,doubt,19.0
3865,surprised,19.0
3866,pure,19.0
3867,*,19.0
3868,husband,19.0
3869,missed,18.0
3870,interesting,18.0
3871,breaking,18.0
3872,kept,18.0
3873,defense,18.0
3874,special,18.0
3875,awesome,18.0
3876,alive,18.0
3877,agreed,18.0
3878,earth,18.0
3879,govt,18.0
3880,weve,18.0
3881,places,18.0
3882,100%,18.0
3883,business,18.0
3884,hospital,18.0
3885,sky,18.0
3886,crying,18.0
3887,keeps,18.0
3888,dumb,18.0
3889,leaving,18.0
3890,statement,18.0
3891,add,18.0
3892,built,18.0
3893,emergency,18.0
3894,stuck,18.0
3895,excuse,18.0
3896,caught,18.0
3897,nah,18.0
3898,character,18.0
3899,criminals,18.0
3900,supreme,18.0
3901,comment,18.0
3902,brother,18.0
3903,likes,18.0
3904,humans,18.0
3905,book,18.0
3906,failing,18.0
3907,allowed,18.0
3908,ma,18.0
3909,link,18.0
3910,reveal,18.0
3911,online,18.0
3912,nope,18.0
3913,@lisamarieboothe,18.0
3914,minded,18.0
3915,@dbongino,18.0
3916,yep,18.0
3917,@mike_pence,18.0
3918,spend,18.0
3919,favorite,18.0
3920,brain,18.0
3921,pence,18.0
3922,reminder,18.0
3923,fraud,18.0
3924,advice,18.0
3925,father,18.0
3926,anybody,18.0
3927,song,18.0
3928,meet,17.0
3929,four,17.0
3930,certainly,17.0
3931,dress,17.0
3932,original,17.0
3933,biggest,17.0
3934,justice,17.0
3935,promise,17.0
3936,monster,17.0
3937,youve,17.0
3938,football,17.0
3939,willing,17.0
3940,spent,17.0
3941,dreaded,17.0
3942,challenge,17.0
3943,vs,17.0
3944,button,17.0
3945,ran,17.0
3946,russia,17.0
3947,ballot,17.0
3948,save,17.0
3949,cats,17.0
3950,cos,17.0
3951,clowns,17.0
3952,therapy,17.0
3953,@senschumer,17.0
3954,dare,17.0
3955,fellow,17.0
3956,refuse,17.0
3957,@hkrassenstein,17.0
3958,strange,17.0
3959,raise,17.0
3960,completely,17.0
3961,loud,17.0
3962,mess,17.0
3963,community,17.0
3964,rollins,17.0
3965,passed,17.0
3966,mentally,17.0
3967,changed,17.0
3968,peaceful,17.0
3969,hoodie,17.0
3970,basically,17.0
3971,paying,17.0
3972,answers,17.0
3973,broken,17.0
3974,lead,17.0
3975,crime,17.0
3976,you'd,17.0
3977,mentalhealth,17.0
3978,later,17.0
3979,destroyed,16.0
3980,healthy,16.0
3981,daughter,16.0
3982,texas,16.0
3983,offer,16.0
3984,ten,16.0
3985,field,16.0
3986,candidate,16.0
3987,safety,16.0
3988,treat,16.0
3989,ou,16.0
3990,guilty,16.0
3991,bigger,16.0
3992,keeping,16.0
3993,fa,16.0
3994,growing,16.0
3995,queen,16.0
3996,@jewishnewsusa,16.0
3997,constantly,16.0
3998,wanting,16.0
3999,create,16.0
4000,class,16.0
4001,winning,16.0
4002,nervous,16.0
4003,@msnbc,16.0
4004,coz,16.0
4005,pa,16.0
4006,opinions,16.0
4007,stigma,16.0
4008,chicken,16.0
4009,illegal,16.0
4010,attacked,16.0
4011,broke,16.0
4012,ear,16.0
4013,till,16.0
4014,@,16.0
4015,info,16.0
4016,picture,16.0
4017,whenever,16.0
4018,eye,16.0
4019,couldnt,16.0
4020,becomes,16.0
4021,wo,16.0
4022,accept,16.0
4023,trans,16.0
4024,younger,16.0
4025,voted,16.0
4026,cowardly,16.0
4027,series,16.0
4028,daily,16.0
4029,naked,16.0
4030,member,16.0
4031,followers,16.0
4032,german,16.0
4033,plus,16.0
4034,random,16.0
4035,governor,16.0
4036,ending,16.0
4037,afraid:,16.0
4038,politicians,16.0
4039,hasn't,16.0
4040,society,16.0
4041,fo,16.0
4042,address,16.0
4043,driving,16.0
4044,de,16.0
4045,service,16.0
4046,debating,16.0
4047,@projectlincoln,16.0
4048,low,16.0
4049,choice,16.0
4050,soft,15.0
4051,jimin,15.0
4052,apparently,15.0
4053,rule,15.0
4054,prove,15.0
4055,anti,15.0
4056,morning,15.0
4057,red,15.0
4058,@swtcreature28,15.0
4059,sent,15.0
4060,bought,15.0
4061,certain,15.0
4062,stories,15.0
4063,3rd,15.0
4064,horrible,15.0
4065,sweet,15.0
4066,starts,15.0
4067,valid,15.0
4068,theyll,15.0
4069,reliable,15.0
4070,chances,15.0
4071,@atrupar,15.0
4072,rich,15.0
4073,sister,15.0
4074,sadly,15.0
4075,99,15.0
4076,choose,15.0
4077,messages,15.0
4078,'we,15.0
4079,talent,15.0
4080,commitment,15.0
4081,earlier,15.0
4082,defend,15.0
4083,failed,15.0
4084,burn,15.0
4085,commit,15.0
4086,loss,15.0
4087,sc,15.0
4088,neither,15.0
4089,criminal,15.0
4090,eventually,15.0
4091,legit,15.0
4092,wing,15.0
4093,consider,15.0
4094,awareness,15.0
4095,travel,15.0
4096,ears,15.0
4097,governments,15.0
4098,itself,15.0
4099,ra,15.0
4100,darkness,15.0
4101,results,15.0
4102,action,15.0
4103,response,15.0
4104,szn,15.0
4105,ridiculous,15.0
4106,explain,15.0
4107,testing,15.0
4108,form,15.0
4109,survival,15.0
4110,pray,15.0
4111,buying,15.0
4112,local,15.0
4113,mouth,15.0
4114,figure,15.0
4115,among,15.0
4116,needles,15.0
4117,hello,15.0
4118,characters,15.0
4119,generation,15.0
4120,tweeting,15.0
4121,dem,15.0
4122,@kylegriffin1,15.0
4123,cancelled,15.0
4124,prefer,14.0
4125,faces,14.0
4126,english,14.0
4127,empty,14.0
4128,internet,14.0
4129,families,14.0
4130,it'll,14.0
4131,fb,14.0
4132,@laurenwitzkede,14.0
4133,crap,14.0
4134,ideas,14.0
4135,youth,14.0
4136,female,14.0
4137,y'all,14.0
4138,armed,14.0
4139,league,14.0
4140,confidence,14.0
4141,concern,14.0
4142,gives,14.0
4143,respond,14.0
4144,rn,14.0
4145,woke,14.0
4146,halloween,14.0
4147,appear,14.0
4148,major,14.0
4149,2016,14.0
4150,channel,14.0
4151,robbers,14.0
4152,silly,14.0
4153,sharing,14.0
4154,pack,14.0
4155,color,14.0
4156,finished,14.0
4157,standing,14.0
4158,@petebuttigieg,14.0
4159,nation,14.0
4160,refused,14.0
4161,socialism,14.0
4162,monday,14.0
4163,draw,14.0
4164,raised,14.0
4165,company,14.0
4166,slow,14.0
4167,moments,14.0
4168,realized,14.0
4169,obama,14.0
4170,tests,14.0
4171,@senatemajldr,14.0
4172,text,14.0
4173,loose,14.0
4174,lately,14.0
4175,etc,14.0
4176,birthday,14.0
4177,strategist,14.0
4178,devil,14.0
4179,changes,14.0
4180,pushing,14.0
4181,judged,14.0
4182,w/,14.0
4183,democrat,14.0
4184,box,14.0
4185,tears,14.0
4186,daddy,14.0
4187,stick,14.0
4188,doctors,14.0
4189,infected,14.0
4190,wa,13.0
4191,turned,13.0
4192,anxious,13.0
4193,taste,13.0
4194,asleep,13.0
4195,vulnerable,13.0
4196,moved,13.0
4197,potential,13.0
4198,rules,13.0
4199,indeed,13.0
4200,thousand,13.0
4201,rally,13.0
4202,ability,13.0
4203,quit,13.0
4204,helping,13.0
4205,books,13.0
4206,2nd,13.0
4207,taught,13.0
4208,app,13.0
4209,easier,13.0
4210,culture,13.0
4211,talks,13.0
4212,threat,13.0
4213,thin,13.0
4214,hav,13.0
4215,stream,13.0
4216,wrote,13.0
4217,elected,13.0
4218,intelligent,13.0
4219,@foxnews,13.0
4220,store,13.0
4221,event,13.0
4222,ride,13.0
4223,@lawrence,13.0
4224,minority,13.0
4225,moots,13.0
4226,apart,13.0
4227,closer,13.0
4228,teams,13.0
4229,groups,13.0
4230,across,13.0
4231,terrible,13.0
4232,struggles,13.0
4233,somehow,13.0
4234,area,13.0
4235,pr,13.0
4236,silent,13.0
4237,upon,13.0
4238,youd,13.0
4239,suck,13.0
4240,freedom,13.0
4241,helps,13.0
4242,anywhere,13.0
4243,steal,13.0
4244,dealing,13.0
4245,towards,13.0
4246,bs,13.0
4247,bunch,13.0
4248,terrorists,13.0
